Mineral,Reference,Analysis Type,Location,Site,Section,Img. Ref. No.,Enclosing Phase,Na2O_pct,MgO_pct,Al2O3_pct,SiO2_pct,K2O_pct,CaO_pct,TiO2_pct,V2O5_pct,Cr2O3_pct,MnO_pct,FeO_pct,NiO_pct,CoO_pct,ZnO_pct,Total_pct,Sumox,Cr_apfu,Ti_apfu,V_apfu,Al_apfu,Fe2_apfu,Fe3_apfu,Mn_apfu,Mg_apfu,Co_apfu,Zn_apfu,Ni_apfu,Tot_cat,Mgno,Fe3no
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G2-108.8,4J,plagioclase,,5.3,12.7,,,,4.76,0.07309024,30.04,0.38,44.9495925,0.007157959,0.006123363,0.15,,1.714475924,0.922255437,0.139052582,0.001875158,0.581216034,0.816328485,0.214460129,0.012497959,0.306800681,0.000190656,0.004300387,0.000223584,2.999201092,0.273165982,0.124836245
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G2-108.8,4G,plagioclase,,2.48,6.18,1.83,,,10.95,0.895058675,19.37,2.81,52.22955445,0.090349344,0.025775088,0.32,,1.544833282,0.659979871,0.355006248,0.025484711,0.313886122,1.096430502,0.261981949,0.102567934,0.159324258,0.000890656,0.010181599,0.003132038,2.988865887,0.126875297,0.211985585
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G2-108.8,2D,plagioclase,,10.53,22.64,0.03,,,1.02,0.390794031,34.45,0.26,29.82974468,0.064440715,0.030820251,0.09,,1.978892109,0.91632555,0.02581556,0.008686316,0.897675893,0.491465665,0.11593314,0.007408634,0.528102345,0.000831392,0.002235466,0.001743901,2.996223861,0.517966766,0.060071021
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G2-108.8,2C,plagioclase,,9.69,19.84,0.06,,,1.43,0.47101568,35.1,0.25,32.25971677,0.062455575,0.031735704,0.07,,1.92412358,0.960189254,0.037222588,0.010767434,0.809047392,0.533084444,0.133461163,0.007326456,0.499807371,0.000880454,0.001788186,0.001738288,2.995313031,0.483891307,0.070143121
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G2-108.8,1A,plagioclase,,4.21,7.34,,,,7,0.93229016,26.14,0.36,52.14950739,0.085055636,0.02746359,0.12,,1.599301867,0.860315655,0.219215416,0.025640735,0.360106427,0.955443397,0.286679364,0.012692845,0.261254327,0.000916681,0.003688064,0.002848107,2.988801017,0.214724103,0.190219022
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G2-108.8,4I,plagioclase,,3.95,5.5,,,,10.78,0.99455744,19,0.41,56.98946859,0.096355667,0.031430553,,,1.548304739,0.645921654,0.348711133,0.028254215,0.278722163,1.095594158,0.317909242,0.014931874,0.253193466,0.001083645,,0.003332763,2.987654313,0.187719298,0.255851643
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G2-108.8,3A,plagioclase,,2.64,4.72,0.03,,,6.02,0.890310353,24.21,0.48,58.48939,0.093053462,0.030616817,0.15,,1.460532707,0.872501514,0.206437552,0.026812663,0.253568889,1.017367818,0.404096711,0.018531768,0.179392582,0.001119026,0.005048096,0.003411967,2.988288587,0.149898494,0.264086653
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G2-108.8,4G,pyroxene,,7.55,14.15,,,,2.75,0.623047664,36.79,0.28,37.64967755,0.067125745,0.025205473,0.13,,1.836745515,1.054298252,0.074987211,0.014920456,0.604467156,0.662527742,0.15957693,0.008595991,0.407952693,0.00073255,0.0034789,0.001957148,2.993495029,0.381093087,0.087759564
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G2-108.8,1E,pyroxene,,4.49,8.18,0.08,,,7.25,0.033807695,25.14,0.39,50.79950655,0.021531139,0.009459681,0.1,,1.574533915,0.840419151,0.230616025,0.000944438,0.407630377,0.930110827,0.288730702,0.013966883,0.283012855,0.000320713,0.003121732,0.000732316,2.999606018,0.233292663,0.187880281
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G2-108.8,2B,pyroxene,,7.99,14.19,0.03,,,2.33,0.631840985,37.09,0.27,36.12968145,0.067036668,0.030667676,0.1,,1.824045292,1.070295999,0.063976989,0.015236387,0.610396499,0.625811531,0.158999197,0.008346705,0.434733395,0.000897505,0.00269471,0.00196816,2.993357077,0.409915115,0.086427088
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G2-108.8,2A,silicate,,8.11,13.92,0.04,,,2.57,0.65151439,37.07,0.28,37.40966254,0.079405621,0.028226468,0.06,,1.835561645,1.063007426,0.070124156,0.015612227,0.595025417,0.62901772,0.168565696,0.008601535,0.438494066,0.000820879,0.001606682,0.002316679,2.993192483,0.41076274,0.092283932
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G2-108.8,1B,silicate,,4.73,7.75,,,,7.1,0.989591338,27.29,0.39,50.8595294,0.089484027,0.030972827,0.11,,1.642000252,0.874808517,0.216565177,0.026508947,0.370334131,0.928288323,0.265414366,0.013393013,0.285890525,0.00100693,0.003292813,0.002918474,2.988421217,0.235459978,0.175706288
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G2-108.8,,silicate,,5.9,14.25,0.03,,,2.67,0.694299269,35.22,0.37,39.52967609,0.076351559,0.035855243,0.08,,1.796461639,1.031939153,0.074438362,0.016999595,0.622389379,0.743035334,0.160693292,0.011613702,0.325946187,0.001065433,0.002188869,0.002276059,2.992585365,0.304912836,0.088535184
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G2-108.8,IG,silicate,,3.06,4.36,,,,11.54,1.117551472,14.92,0.47,61.50940706,0.095439448,0.026914318,0.11,,1.474064432,0.532764211,0.392096384,0.033347316,0.232078698,1.182910076,0.380115589,0.017979114,0.206023519,0.000974672,0.003667954,0.003467329,2.985424861,0.148332159,0.331990714
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-65.3,9,olivine,,6.58,8.94,0.39,,,4.71,0.926178034,31.35,0.36,44.13956781,0.226458723,0.044246895,0.11,,1.659521536,0.994345561,0.142148248,0.024548299,0.422687965,0.741294609,0.246525638,0.012232255,0.393509156,0.001423284,0.003258048,0.007307852,2.989280913,0.346764056,0.148191687
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-65.3,4A,olivine,,4.74,9.34,0.09,,,1.05,0.829530048,35.37,0.42,46.39951656,0.147663914,0.049587038,0.21,,1.62177706,1.147959571,0.032426617,0.022498356,0.451877773,0.73035078,0.287524007,0.014603099,0.290067472,0.001632182,0.006364668,0.004876035,2.990180561,0.284263312,0.15234179
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-65.3,2A,olivine,,4.99,11.04,0.37,,,1.14,0.472543711,30.07,0.42,49.67944037,0.14109768,0.046230377,0.22,,1.57947312,1.002083417,0.036148985,0.013159505,0.54843112,0.703463942,0.349247291,0.014994223,0.313545193,0.001562452,0.006846334,0.004784,2.994266463,0.308301255,0.183837408
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-65.3,12,olivine,,4.32,9.63,0.05,,,1.61,1.18823542,26.09,0.36,53.73938946,0.166140991,0.045009773,0.19,,1.506951294,0.911291983,0.053509409,0.034682716,0.501409234,0.765677936,0.406601934,0.013470701,0.284509238,0.001594407,0.006197293,0.005904201,2.984849053,0.270912886,0.223493228
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-65.3,12,olivine,,4.49,10.08,0.04,,,1.25,1.201032683,31.97,0.37,49.31947956,0.160949085,0.046382952,0.19,,1.609609487,1.04545369,0.038894929,0.032820419,0.491366185,0.758956261,0.315670032,0.012961883,0.276845621,0.001538259,0.00580204,0.005354902,2.985664223,0.267276615,0.170403105
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-65.3,12,olivine,,4.64,10.36,0.03,,,1.22,1.061080358,32.24,0.36,47.38950846,0.160338273,0.042009121,0.19,,1.605698327,1.056851005,0.038053917,0.029066594,0.506245362,0.746043345,0.299052564,0.012642281,0.28679123,0.001396597,0.005816173,0.005347574,2.987306642,0.277673925,0.160595406
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-65.3,12,olivine,,4.58,10.37,0.04,,,1.25,1.085500299,31.89,0.37,48.19949629,0.174972322,0.042436333,0.24,,1.606223876,1.045035704,0.038976912,0.029725809,0.506568214,0.748845686,0.307298149,0.012989204,0.282990099,0.001410338,0.007344341,0.005833737,2.987018194,0.274258853,0.16531164
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-65.3,12,olivine,,4.49,9.99,0.05,,,1.36,0.013397051,31.04,0.36,49.939436,0.253391735,0.026344703,0.27,,1.553061939,1.051999716,0.043858485,0.000379429,0.504710068,0.725934693,0.354790853,0.013070754,0.286925671,0.000905516,0.008545208,0.008737501,2.999857893,0.283282554,0.185608546
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-65.3,11,olivine,,3.92,9.06,,,,1.31,0.871486649,30.01,0.34,50.84944546,0.180380557,0.044287582,0.2,,1.525514513,1.035457643,0.043008911,0.025127785,0.465990551,0.778366393,0.359160697,0.012567517,0.2550243,0.001549734,0.006444086,0.006332234,2.989029851,0.246784011,0.193033957
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-65.3,10,olivine,,4.03,9.34,0.04,,,1.02,0.934910662,29.26,0.35,52.41941324,0.191356094,0.042578736,0.26,,1.524522973,1.010236453,0.033509635,0.026974037,0.480704469,0.760162043,0.384743424,0.012945564,0.262351115,0.001490906,0.00838276,0.006721898,2.988222304,0.256574806,0.205121627
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-65.3,8,,,2.8,4.69,0.02,,,3.39,1.561858734,18.23,0.36,63.47924692,0.276615334,0.036882584,0.08,,1.296490154,0.740116578,0.130958584,0.052988588,0.283836914,0.921414613,0.601548909,0.015657419,0.214338728,0.001518601,0.003032972,0.011425905,2.976837811,0.188719435,0.37006953
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-65.3,3,,,0.46,1.85,0.1,,,2.29,0.383257409,3.56,0.38,82.36887655,0.126616335,0.006550575,,,0.903878851,0.207311054,0.126890396,0.018650486,0.160593055,1.057609956,1.338704148,0.023706109,0.050507916,0.000386866,,0.007501759,2.991861745,0.045579913,0.784423808
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-65.3,2B,,,2.25,,4.36,,,,0.001695829,,0.32,84.46874461,0.034994464,0.012389131,,,0.70674348,,,0.000105543,,0.654993359,1.999800718,0.025531426,0.315960322,0.000935773,,0.00265168,2.999978822,0.325412353,1
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-65.3,1,,,0.03,,,,,,-0.003730824,,,91.428682,0.006521696,-0.001566442,,,0.727530014,,,-0.000225561,,0.995387367,2.000504323,,0.004092439,-0.000114936,,0.000480057,3.000123689,0.004094569,1
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-68.0,2C,olivine,,4.33,9.34,0.11,,,1.63,0.662019605,39.87,0.38,40.73964823,0.119261134,0.049739613,0.29,,1.687244111,1.243801285,0.048385271,0.017258488,0.434344385,0.779047703,0.188432832,0.012699674,0.254695819,0.001573679,0.008448269,0.003785337,2.992472743,0.246382022,0.100950928
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-68.0,3A,plagioclase,,9.01,15.86,0.04,,,2.25,0.600325338,38.64,0.24,32.58973537,0.141555789,0.0379913,0.08,,1.897727889,1.071731176,0.059381624,0.013914338,0.655744263,0.583483947,0.12421649,0.007131226,0.47119719,0.001068665,0.002072067,0.003994637,2.993935623,0.446767439,0.067082698
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-68.0,1E,plagioclase,,6.77,9.66,,,,4.37,0.808901624,33.65,0.35,41.23961789,0.185381584,0.038906753,0.11,,1.698454269,1.042830914,0.128863842,0.020948439,0.446260579,0.725803457,0.208686612,0.011619865,0.395591227,0.00122282,0.003183365,0.005845159,2.99085628,0.352767168,0.122917483
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-68.0,1E,plagioclase,,5.95,7.07,,,,5.59,0.97851311,30.89,0.35,46.85954206,0.249211487,0.039059328,0.14,,1.632581628,0.995922834,0.171490631,0.026363409,0.339789352,0.802155298,0.265304321,0.012088712,0.361704492,0.001277149,0.004215031,0.008174792,2.988486021,0.310780126,0.165709922
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-68.0,1D,plagioclase,,6.97,10,0.03,,,4.98,0.732118046,35.63,0.37,40.52965182,0.182938334,0.042110838,0.13,,1.771126566,1.058885281,0.140826129,0.018181987,0.443012172,0.740571431,0.177834564,0.01177983,0.390566529,0.001269217,0.003607791,0.005531446,2.992066377,0.345286378,0.105870795
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-68.0,5D,plagioclase,,7.84,12.47,0.03,,,4.03,0.701939426,36.6,0.32,37.16969082,0.156826101,0.035397516,0.1,,1.825747261,1.05517165,0.110552326,0.016910981,0.535909002,0.677793972,0.151900649,0.009883169,0.42617429,0.00103496,0.002692198,0.004600036,2.992623233,0.386038535,0.087149902
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-68.0,5C,plagioclase,,6.75,10.13,0.04,,,5.25,0.730224073,33.26,0.34,42.22962572,0.209966786,0.035458546,0.14,,1.742013654,1.004970646,0.150942398,0.018438025,0.456271295,0.756561349,0.197713197,0.011005614,0.384559956,0.001086578,0.003950246,0.006454798,2.991954101,0.337001819,0.119179351
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-68.0,3D,pyroxene,,6.68,8.63,0.04,,,5.36,0.80966564,35.38,0.37,41.73963684,0.180647787,0.043026291,0.1,,1.741075502,1.069603734,0.154188037,0.020454926,0.388918362,0.765791875,0.189655713,0.011983151,0.380776992,0.001319191,0.002823125,0.005556465,2.991071572,0.332101283,0.115069935
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-68.0,2A,pyroxene,,8.43,12.07,,,,4.48,0.817114793,36.23,0.29,36.17970042,0.168584241,0.038296451,0.07,,1.824315535,1.045324343,0.122993328,0.019701212,0.519125749,0.661013124,0.14771958,0.008963651,0.458605712,0.001120599,0.001886018,0.004948808,2.991402122,0.409608786,0.086276251
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-68.0,5F,pyroxene,,8.16,11.5,,,,4.64,0.68833709,36.08,0.28,37.52968085,0.207421734,0.036740181,0.16,,1.810632336,1.04886343,0.12834862,0.016721711,0.498348121,0.672291255,0.16057892,0.008719963,0.447272017,0.001083185,0.004343475,0.006134901,2.992705598,0.399505797,0.094027296
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-68.0,5B,pyroxene,,3.52,3.3,0.03,,,5.48,0.904724902,21.82,0.5,61.18929572,0.295703223,0.023923838,0.06,,1.375045576,0.835257415,0.199602952,0.028940716,0.188305109,0.93034489,0.515751792,0.020504058,0.254060654,0.000928764,0.002144775,0.011516554,2.987357678,0.214504783,0.335052943
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-68.0,3B,silicate,,7.42,10.45,0.02,,,4.18,0.741668242,36.89,0.38,38.50966572,0.172707225,0.039822206,0.13,,1.77670166,1.09289096,0.117832548,0.018361366,0.461495041,0.693919333,0.170952565,0.012060241,0.414477766,0.001196471,0.00359647,0.005205705,2.991988469,0.373943388,0.099083489
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-68.0,5E,silicate,,8.08,11.31,0.02,,,4.69,0.783116094,36.62,0.34,38.17967451,0.294106203,0.040737659,0.1,,1.826391884,1.055375621,0.12861226,0.018860013,0.485885449,0.679510312,0.161458165,0.010497161,0.439065419,0.001190676,0.002691248,0.008623703,2.991770028,0.392521853,0.094823716
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-68.0,1B,silicate,,4.75,4.47,0.03,,,5.57,0.902350741,28.46,0.41,53.24943593,0.253550801,0.036740181,0.11,,1.520997314,0.984893191,0.183413054,0.026094967,0.230592051,0.862442312,0.362256566,0.015199955,0.309939554,0.00128945,0.003554773,0.0089273,2.988603174,0.264367407,0.229604466
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-68.0,1A,,,5.43,4.15,0.04,,,7.19,1.023017025,28.14,0.41,52.24946673,0.219587082,0.036770696,0.15,,1.566994371,0.945234018,0.229807897,0.028716086,0.207800179,0.877424589,0.326346818,0.014753781,0.343909549,0.001252639,0.004705128,0.00750452,2.987455205,0.281585144,0.220596868
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-69.9,4B,olivine,,3.47,4.45,0.05,,,5.88,0.030185761,25.99,0.41,55.22940289,0.090826541,0.005838556,0.13,,1.440787263,0.94948718,0.204400033,0.000921536,0.242340169,0.941936218,0.397434188,0.016046152,0.23902397,0.00021632,0.004434975,0.003375954,2.999616694,0.202397991,0.250074754
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-69.9,3C,olivine,,3.88,10.19,0.05,,,1.67,0.013566634,33.32,0.38,46.20952781,0.087645227,0.008971439,0.23,,1.582480127,1.108279792,0.052854467,0.000377089,0.505244013,0.785825309,0.279989615,0.013540423,0.243335405,0.000302632,0.00714393,0.002966017,2.999858692,0.236440627,0.147867774
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-69.9,2A,olivine,,4.2,11.62,0.03,,,0.96,0.003052493,32.5,0.35,46.46950872,0.093689725,0.014097976,0.24,,1.592811519,1.073993517,0.030186332,8.43E-05,0.572409716,0.745129271,0.29306922,0.012390549,0.261695795,0.000472481,0.007406184,0.003150004,2.999987364,0.259921811,0.151107699
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-69.9,4A,plagioclase,,4.75,7.32,0.03,,,6.69,0.05104446,23.86,0.32,52.28945117,0.090667476,0.008971439,0.11,,1.512891447,0.830128565,0.221473539,0.001484057,0.379637033,0.891866921,0.344153127,0.011926942,0.311600168,0.000316553,0.003573819,0.003209426,2.999370149,0.258918728,0.221474342
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-69.9,3,plagioclase,,6.71,12.24,0.03,,,2.73,0.003561241,33.21,0.31,40.45959578,0.051537302,0.00598096,0.1,,1.679111249,1.041051204,0.081430419,9.33E-05,0.571962036,0.669720961,0.223950643,0.010410441,0.396601991,0.000190144,0.002927306,0.001643712,2.999982148,0.371934216,0.121913471
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-69.9,1C,plagioclase,,7.02,13.72,0.05,,,2.31,0.012549136,34.46,0.3,39.62961348,0.018451627,0.002136057,0.09,,1.739732467,1.042594648,0.06650174,0.000317279,0.6187809,0.653353231,0.204970084,0.009723569,0.40046677,6.55E-05,0.002542774,0.000567984,2.99988452,0.380014395,0.10982429
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-69.9,1B,plagioclase,,6.6,12.06,0.05,,,2.95,0.021537031,34.54,0.34,41.03960087,0.028472769,0.004272114,0.13,,1.714889906,1.060153559,0.086156742,0.000552407,0.55179317,0.688647147,0.214588753,0.011179685,0.381961449,0.000132984,0.003726102,0.000889154,2.999781153,0.356770393,0.117484032
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-69.9,,plagioclase,,6.52,10.78,0.06,,,4,0.040869485,32.62,0.37,42.83957649,0.012884325,0.00299048,0.13,,1.680085732,1.021963064,0.119242766,0.001069985,0.503445628,0.718102918,0.233854049,0.012418158,0.385148307,9.50E-05,0.003803291,0.00041069,2.999553872,0.349102995,0.132927301
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-69.9,5D,pyroxene,,4.73,7.09,,,,6.17,0.028659514,30.48,0.4,48.21953752,0.018451627,0.001993653,0.16,,1.60282366,1.000948895,0.192798173,0.000786489,0.34707693,0.880798873,0.264726697,0.014072173,0.292878329,6.64E-05,0.004906614,0.000616499,2.99967607,0.24953908,0.164145889
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-69.9,8B,pyroxene,,5.56,9.27,0.06,,,5.78,0.025607022,27.73,0.34,47.36952613,0.041834291,0.005696152,0.16,,1.604764707,0.909538719,0.18039312,0.000701871,0.453245631,0.818587617,0.274958406,0.011946879,0.34385494,0.000189479,0.004900679,0.001396062,2.999713403,0.295803812,0.167888641
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-69.9,8,pyroxene,,5.56,8.5,0.09,,,6.14,0.062576099,27.74,0.39,48.31951262,0.159542944,0.022214993,0.12,,1.602002224,0.911435686,0.191959121,0.001718127,0.41631405,0.825209632,0.28470116,0.013727403,0.344447882,0.000740243,0.003681847,0.005333325,2.999268475,0.294486102,0.176564235
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-69.9,6A,pyroxene,,6.75,10.83,0.03,,,4.11,0.0069529,32.75,0.3,42.38958322,0.019246955,0.002563268,,,1.685673198,1.022634898,0.122115822,0.000181427,0.504104218,0.714099363,0.22866565,0.010035402,0.397413149,8.12E-05,,0.000611466,2.999942568,0.357542668,0.130263774
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-69.9,6C,pyroxene,,6.89,12.65,0.05,,,2.33,0.035273248,36.52,0.28,38.40963871,0.02656398,0.004272114,0.15,,1.740541132,1.104407035,0.067046348,0.000891397,0.570258137,0.660535632,0.189371214,0.009071114,0.392868105,0.000131024,0.004235987,0.000817321,2.999633314,0.372951121,0.101592016
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-69.9,5B,silicate,,2.43,3.86,0.05,,,5.72,0.05799736,16.52,0.46,65.52921334,0.135046819,0.014525188,0.07,,1.270156312,0.684597894,0.225549752,0.002008449,0.238448937,1.007623813,0.621605019,0.020421497,0.189872008,0.000610458,0.002708872,0.005693912,2.999140611,0.158557554,0.402424028
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-69.9,5,silicate,,2.43,4.2,,,,5.24,0.05681028,17.83,0.45,64.82922288,0.192787685,0.011819515,0.1,,1.288909738,0.728134359,0.203616176,0.001938716,0.255677224,0.985839586,0.604856151,0.019686881,0.187109402,0.000489518,0.003813512,0.008010145,2.99917167,0.159520494,0.38073169
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-69.9,7,sulphide,,2.34,2.86,0.16,,,4.54,0.052231541,15.64,0.51,67.37915403,-0.036585122,0.005696152,0.11,,1.186999707,0.693535703,0.191561724,0.001935495,0.18905174,0.969855644,0.730196343,0.024227381,0.195648754,0.000256167,0.004555014,-0.001650583,2.999173381,0.167866165,0.45275526
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-71.7,5A,olivine,,3.02,7.22,0.06,,,2.06,0.452955991,30.44,0.31,52.8494269,0.151430591,0.037024988,0.14,,1.487422269,1.077191841,0.069364368,0.013394655,0.380862466,0.853909492,0.374776223,0.011752069,0.201504387,0.001328777,0.004626381,0.005452089,2.994162748,0.190924519,0.204479474
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-71.7,2,olivine,,5.32,12.44,0.78,,,1.49,0.279811825,33.84,0.33,39.69962065,0.252914538,0.040015468,0.18,,1.642331253,1.084556755,0.045439025,0.007494025,0.594326205,0.702839609,0.214337852,0.011330265,0.321486482,0.001300645,0.005387154,0.008247012,2.996745029,0.313851697,0.11321334
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-71.7,1,olivine,,3.08,9.44,0.05,,,1.49,0.26387103,31.35,0.36,49.61947776,0.283137029,0.056249501,0.17,,1.532380132,1.076846297,0.04869936,0.007574169,0.483360034,0.823873583,0.326323421,0.013247163,0.199478478,0.001959493,0.005452932,0.009894953,2.996709882,0.194926541,0.172975497
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-71.7,6A,olivine,,2.36,8.09,,,,2,0.284051398,26.05,0.34,56.38936324,0.275501874,0.033749701,0.18,,1.42971003,0.959052651,0.070062483,0.008738941,0.443982461,0.881069491,0.438292689,0.013409663,0.163823379,0.001260125,0.006188312,0.010319536,2.99619973,0.156784857,0.238030778
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-71.7,5B,olivine,,1.9,3.11,0.05,,,9.94,1.203190849,7.85,0.38,70.52921551,0.135524016,0.024493454,0.08,,1.273014654,0.324577896,0.391071779,0.041572959,0.191686816,1.244877687,0.613263313,0.016832053,0.148126254,0.001027089,0.003088903,0.005701202,2.981825949,0.106335847,0.542937669
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-71.7,4A,olivine,,2.83,3.84,0.04,,,10.61,0.273367674,16.56,0.43,61.45937369,0.087327095,0.016376437,0.11,,1.426010107,0.611252172,0.372645839,0.008432073,0.211287536,1.156796563,0.414265919,0.017003282,0.196958929,0.000613039,0.003791558,0.003279518,2.996326428,0.14549077,0.334948281
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-71.7,3C,pyroxene,,4.72,8.23,0.03,,,6.68,0.256578965,27.28,0.36,48.22954684,0.051537302,0.011107496,0.18,,1.595441598,0.900007526,0.209700297,0.007073754,0.404747505,0.9005815,0.260832216,0.012723556,0.29361141,0.000371644,0.005545481,0.001729913,2.996924802,0.24586598,0.166603437
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-71.7,3B,pyroxene,,3.95,5.04,,,,11.46,0.584213175,17.08,0.39,57.34945379,0.089235884,0.019366917,0.09,,1.502374553,0.598401032,0.38204093,0.017104207,0.263219206,1.11141483,0.337966457,0.014637715,0.260934028,0.000688135,0.002944503,0.003180862,2.992531904,0.190136805,0.28173575
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-71.7,3A,pyroxene,,3.91,4.73,0.04,,,11.78,0.365112036,14.65,0.42,58.96941365,0.068716403,0.016946052,0.07,,1.452995386,0.53070854,0.406054708,0.011052785,0.255424271,1.124761286,0.378285159,0.016299413,0.267069543,0.000622581,0.002367999,0.002532677,2.995178961,0.191883624,0.324870595
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-71.7,3E,silicate,,3.77,4.38,,,,12.01,0.649163435,11.91,0.4,62.67935544,0.10546059,0.020078936,,,1.424972204,0.439934534,0.422124063,0.020038143,0.241175381,1.152785153,0.432074819,0.015828527,0.262571024,0.000752187,,0.003963395,2.991247227,0.185515864,0.388142961
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G22-71.7,5C,,,1.47,2.85,0.05,,,8.67,0.956617277,7.59,0.34,72.82915441,0.116595192,0.026771914,0.15,,1.216399206,0.32843417,0.35698212,0.0345917,0.183837451,1.232696396,0.700271932,0.015761215,0.119936963,0.001174884,0.006061258,0.005133199,2.984881288,0.088669233,0.577523117
