Mineral,Reference,Analysis Type,Location,Site,Section,Img. Ref. No.,Enclosing Phase,Na2O_pct,MgO_pct,Al2O3_pct,SiO2_pct,K2O_pct,CaO_pct,TiO2_pct,V2O5_pct,Cr2O3_pct,MnO_pct,FeO_pct,NiO_pct,CoO_pct,ZnO_pct,Total_pct,Sumox,Cr_apfu,Ti_apfu,V_apfu,Al_apfu,Fe2_apfu,Fe3_apfu,Mn_apfu,Mg_apfu,Co_apfu,Zn_apfu,Ni_apfu,Tot_cat,Mgno,Fe3no
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Chibacheka River Intrusion,UK35-229.9,5A,olivine,,2.98,6.89,0.07,,,0.11,0.550466173,27.73,0.33,56.7193161,0.128206992,0.030189606,0.27,,1.379974717,1.057697375,0.003992317,0.017545644,0.391753918,0.772493237,0.505304011,0.013484341,0.214317175,0.001167825,0.009617015,0.004975356,2.992348215,0.217181712,0.25849988
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Chibacheka River Intrusion,UK35-229.9,6A,silicate,,4.52,11.35,0.12,,,0.53,0.00107,31.22,0.34,45.9994918,0.0012,0.0012,0.2,,1.539035333,1.067743644,0.017247684,3.06E-05,0.57864543,0.706865498,0.319075143,0.012457108,0.291475251,4.16E-05,0.006387473,4.18E-05,3.000011189,0.291959686,0.162340856
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Chibacheka River Intrusion,UK35-229.9,Grain,silicate,,4.53,10.44,0.12,,,0.38,0.235316836,45.29,0.3,36.72971362,0.061539356,0.038143875,0.24,,1.755945839,1.357606445,0.01083867,0.005894564,0.466503213,0.739468093,0.141711627,0.009633787,0.256034758,0.001159592,0.00671812,0.001876832,2.997445701,0.257191386,0.072087747
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Chibacheka River Intrusion,UK35-229.9,Grain,silicate,,4.59,10.38,0.15,,,0.38,0.240282938,44.76,0.36,36.94970335,0.059248809,0.037228422,0.26,,1.745349662,1.349864942,0.010904472,0.006055504,0.466638066,0.73215723,0.148844668,0.01163073,0.261000945,0.001138633,0.007322149,0.001817945,2.997375283,0.26279897,0.075734523
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Chibacheka River Intrusion,UK35-229.9,Grain,silicate,,4.64,10.54,0.17,,,0.38,0.237226875,45.16,0.31,37.1297045,0.061844762,0.037075847,0.23,,1.76118975,1.349678938,0.010806398,0.005924716,0.469569325,0.734059953,0.146573492,0.009925273,0.261471087,0.001123767,0.006419029,0.00188053,2.997432509,0.262644836,0.074560927
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Chibacheka River Intrusion,UK35-229.9,Grain,silicate,,4.68,10.2,0.7,,,0.36,0.228440695,44.36,0.33,37.40968842,0.064593418,0.036160394,0.29,,1.734071316,1.346502827,0.010397742,0.005794505,0.461528446,0.724473066,0.158884505,0.010730844,0.267849438,0.00111316,0.00822013,0.001994825,2.99748949,0.269921761,0.080778499
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Chibacheka River Intrusion,UK35-229.9,Grain,silicate,,4.53,10.42,0.12,,,0.36,0.231305754,44.62,0.32,37.88968923,0.069021809,0.037075847,0.24,,1.748736962,1.343036336,0.010310542,0.005817974,0.467528926,0.736910485,0.156475046,0.010318401,0.257090219,0.00113177,0.006745814,0.00211371,2.997479224,0.258641888,0.07954847
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Chibacheka River Intrusion,UK35-229.9,Grain,silicate,,4.56,10.55,0.09,,,0.37,0.231496758,42.81,0.32,38.7396648,0.074213715,0.036007818,0.22,,1.719719989,1.310298293,0.010775749,0.005921026,0.481348893,0.731477748,0.174243708,0.010492504,0.263159435,0.001117714,0.006288001,0.002311054,2.997434124,0.26457832,0.088633458
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Chibacheka River Intrusion,UK35-229.9,Grain,silicate,,4.62,10.56,0.1,,,0.37,0.233979809,41.55,0.31,40.43962915,0.075893449,0.03493979,0.21,,1.70594761,1.281999999,0.010862744,0.00603285,0.485694835,0.726462717,0.197784441,0.010246674,0.26877454,0.001093317,0.006050639,0.002382441,2.997385196,0.27006077,0.100629116
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Chibacheka River Intrusion,UK35-229.9,Grain,silicate,,4.06,10.94,0.12,,,0.44,0.301786202,28.56,0.3,52.169397,0.147511211,0.031277978,0.17,,1.51613932,0.991520684,0.014535068,0.008755281,0.566165586,0.731808182,0.394663026,0.011157555,0.265765598,0.001101263,0.005511343,0.005210381,2.996193969,0.266411972,0.202147754
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Chibacheka River Intrusion,UK35-229.9,Grain,silicate,,4.52,10.68,0.12,,,0.27,0.226339652,39.43,0.38,41.9095935,0.10139487,0.034329488,0.18,,1.669126932,1.243426443,0.008101732,0.005964597,0.5020502,0.720955393,0.225669763,0.01283752,0.268757697,0.001097917,0.00530067,0.003253196,2.997415128,0.271551119,0.114486556
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Chibacheka River Intrusion,UK35-229.9,Grain,silicate,,4.43,10.55,0.08,,,0.29,0.21602544,42.04,0.28,39.2196532,0.081085355,0.036007818,0.25,,1.70085102,1.30100546,0.008539555,0.005586611,0.4866889,0.733696364,0.183379621,0.009282793,0.258493301,0.001130114,0.007224726,0.002553052,2.997580496,0.260528113,0.093035382
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Chibacheka River Intrusion,UK35-229.9,Grain,silicate,,4.53,10.55,0.1,,,0.34,0.230350734,43.38,0.35,37.64968522,0.073755606,0.035550092,0.23,,1.72267398,1.325467673,0.00988506,0.005881611,0.480523489,0.731535329,0.16176489,0.011456497,0.260979833,0.001101613,0.006562546,0.002292849,2.997451392,0.262947956,0.082207797
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Chibacheka River Intrusion,UK35-229.9,Grain,silicate,,4.52,10.42,0.11,,,0.38,0.241237958,44.56,0.31,37.00970393,0.06566234,0.034329488,0.26,,1.741326218,1.346938386,0.010929668,0.006093619,0.469518638,0.737055288,0.148759265,0.010038492,0.257614401,0.001052395,0.007339067,0.002019388,2.997358606,0.258994924,0.075696129
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Chibacheka River Intrusion,UK35-229.9,5C,silicate,,3.03,7.35,0.08,,,0.14,0.283712233,25.93,0.33,58.40927874,0.116754258,0.023354223,0.23,,1.360108296,1.003486915,0.005155349,0.009175176,0.424012936,0.762860306,0.542716831,0.0136813,0.221096048,0.000916608,0.008311932,0.004597088,2.996010488,0.224701073,0.275460479
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Chibacheka River Intrusion,UK35-229.9,3A,,,2.18,5.27,0.12,,,1.8,0.00095,20.45,0.3,63.34920552,0.00125,0.00112,0.19,,1.241491533,0.867026231,0.072615986,3.37E-05,0.333067387,0.877117976,0.65462607,0.013625875,0.174270779,4.82E-05,0.007522418,5.39E-05,3.000008458,0.165752942,0.352951486
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-409,6,olivine,,2.99,8.52,0.04,,,1.32,0.409321412,44.79,0.72,40.75968619,0.102158385,0.048213858,0.35,,1.734713076,1.359052071,0.03811095,0.010378788,0.385369376,0.836224945,0.157325501,0.023404089,0.171062722,0.001483665,0.009917176,0.003153769,2.995483052,0.169825093,0.082726832
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-409,5,olivine,,3.22,11.87,0.06,,,0.9,0.406074345,46.37,0.75,36.32978806,0.133920634,0.060725049,0.43,,1.83703092,1.328627742,0.024537456,0.009722969,0.506990136,0.817065885,0.094670029,0.023021398,0.17396074,0.001764586,0.011505345,0.003904043,2.995770329,0.17553589,0.049044512
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-409,4,olivine,,6.28,10.69,0.1,,,0.12,0.411613459,47.04,0.34,34.54971597,0.085819152,0.043941744,0.2,,1.808571707,1.369034105,0.003323143,0.010010682,0.463774888,0.645714975,0.139296674,0.010600591,0.34461625,0.001296979,0.00543553,0.00254116,2.995644978,0.347980798,0.070633474
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-409,3,olivine,,2.43,7.41,,,,0.15,0.285932876,38.86,0.8,48.48949857,0.12200979,0.0610302,0.4,,1.572139005,1.301051657,0.004778634,0.007999871,0.369821812,0.809449917,0.302594205,0.02869366,0.15340064,0.002072265,0.01250595,0.004156113,2.996524725,0.159319262,0.153331219
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-409,2B,olivine,,6.75,11.31,0.04,,,0.67,0.477127806,47.02,0.35,32.81975291,0.152703117,0.043789169,0.2,,1.844481516,1.341809937,0.018192986,0.011378113,0.481120159,0.64108868,0.116529685,0.010699923,0.363196209,0.001267313,0.005329707,0.004433607,2.995046319,0.361646593,0.060083579
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-409,2A,olivine,,9.05,13.25,0.04,,,1.33,0.484767963,46.92,0.22,28.61980078,0.167515319,0.0379913,0.15,,1.929220441,1.28014403,0.034528148,0.011052534,0.538888952,0.560610442,0.08844793,0.006430248,0.465563115,0.001051221,0.003821704,0.004650035,2.995188359,0.453688474,0.046368973
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-409,1B,olivine,,5.41,8.42,0.13,,,0.11,0.39022102,44.71,0.53,39.85961399,0.096966479,0.046535528,0.24,,1.710372103,1.375931306,0.00322111,0.010035289,0.386266232,0.667341917,0.210059906,0.017473189,0.31391965,0.001452398,0.006897128,0.00303609,2.995634214,0.319914344,0.106507346
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-409,1A,olivine,,6.94,10.02,0.07,,,0.1,0.414860526,46.74,0.39,34.33969209,0.087956995,0.054164303,0.32,,1.787701715,1.376183473,0.002801615,0.010207441,0.439782477,0.599187347,0.156764667,0.012301454,0.385279813,0.001617371,0.008798377,0.002634868,2.995558903,0.391358726,0.079465825
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-409,7,olivine,,5.02,8.56,,,,0.09,0.317066516,42.64,0.52,41.96957775,0.117428697,0.053401425,0.18,,1.676014615,1.33912797,0.002689479,0.008321132,0.40073864,0.682922552,0.237096738,0.01749494,0.297260878,0.001700852,0.005278887,0.003752148,2.996384217,0.303270663,0.119929759
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-413.5,7B,olivine,,8.73,10.24,0.1,,,0.26,0.291004298,46.84,0.48,32.02968913,0.136478411,0.060948827,0.27,,1.80645514,1.364810615,0.007208579,0.007085688,0.444772607,0.504281548,0.160967163,0.014983075,0.479621788,0.001801066,0.007346563,0.004045949,2.996924643,0.487468403,0.081686398
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-413.5,7A,olivine,,8.38,10.66,0.13,,,0.69,0.359854966,47.82,0.26,31.37973357,0.120253705,0.04685085,0.22,,1.848042066,1.362010344,0.018699962,0.008564962,0.452595893,0.55593311,0.129817598,0.0079332,0.450032634,0.00135331,0.005851382,0.003484738,2.996277134,0.447363776,0.066764044
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-413.5,6C,olivine,,6.11,8.01,0.44,,,0.54,0.30677551,43.35,0.57,38.93960774,0.189129173,0.052404599,0.24,,1.681986369,1.356592202,0.016079583,0.008022469,0.373658874,0.627266551,0.220566396,0.019109058,0.36052101,0.001663177,0.007013526,0.006021707,2.996514555,0.364978285,0.113063574
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-413.5,5,olivine,,9.75,9.89,,,,0.08,0.45346474,42.46,0.5,36.05957972,0.194060211,0.064224114,0.33,,1.742810575,1.282367462,0.002299023,0.011444667,0.445257621,0.421531147,0.243481593,0.016177325,0.555221494,0.001967159,0.009307036,0.00596307,2.995017597,0.568436133,0.123525325
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-413.5,3,olivine,,7.3,11.26,0.33,,,0.89,0.519941246,41.92,0.41,36.24965904,0.150158065,0.045996428,0.23,,1.772924725,1.244553767,0.025142196,0.012899527,0.498325774,0.600030075,0.1794486,0.013040086,0.408643321,0.001384922,0.006376541,0.004535675,2.994380486,0.405129472,0.093349619
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-413.5,2,olivine,,7.74,9.87,0.04,,,0.1,0.366977448,44.36,0.6,35.30964035,0.179744294,0.062088057,0.25,,1.748278279,1.335560795,0.002864791,0.009232911,0.442967483,0.536047945,0.196146888,0.019352077,0.439381978,0.001895785,0.007028734,0.005505898,2.995985285,0.450449558,0.099331217
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-413.5,1,olivine,,10.05,11.85,0.24,,,0.31,0.352211238,48.18,0.4,28.06974594,0.138959836,0.066217767,0.21,,1.881009818,1.348212719,0.008254184,0.008236107,0.494302201,0.460345012,0.12349956,0.011991012,0.530257525,0.001879209,0.005487517,0.003956233,2.996421278,0.535287873,0.062817218
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-413.5,6B,olivine,,2.94,6.05,0.09,,,0.25,0.38444449,31.51,1.23,55.12934008,0.209489589,0.05881277,0.3,,1.431160005,1.158891824,0.008748937,0.011815586,0.331690047,0.744195545,0.466836601,0.048462278,0.203878289,0.002193689,0.010303403,0.007838949,2.994855149,0.215044738,0.238496064
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-413.5,6A,olivine,,1.79,2.89,0.33,,,4.44,0.565728636,19.73,0.37,63.22925585,0.316540836,0.044145178,0.16,,1.256457728,0.826536221,0.176985865,0.019804783,0.180474238,1.01098072,0.596952695,0.016605071,0.141389445,0.001875543,0.006259213,0.013491662,2.991355457,0.122694469,0.372173571
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-413.5,4,olivine,,5.33,6.12,0.07,,,3.44,0.294056791,23.89,0.49,55.91931346,0.205194813,0.03033201,0.17,,1.405557475,0.894643946,0.122578225,0.009202216,0.341639494,0.717983228,0.499027092,0.019657776,0.376348718,0.001151978,0.005944947,0.007818102,2.995995722,0.343907276,0.287572214
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-418.6,12,olivine,,9.08,13.51,0.06,,,1.95,0.100393091,45.57,0.21,27.65981875,0.061081247,0.007689805,0.1,,1.907266373,1.257622687,0.051206696,0.002315273,0.555788113,0.569599246,0.07927951,0.006208617,0.472483164,0.000215226,0.00257713,0.001715063,2.999010726,0.453402878,0.041887207
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-418.6,6,olivine,,5.33,8.57,0.49,,,0.85,0.886918695,37.64,0.39,44.51953881,0.204558551,0.039161045,0.17,,1.635232623,1.211581849,0.026034119,0.023856904,0.411212716,0.692410772,0.274464992,0.013448442,0.323488993,0.001278399,0.005109954,0.00669918,2.98958632,0.318426093,0.144663913
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-418.6,5,olivine,,7.05,6.72,0.28,,,0.11,0.240807753,41.98,0.65,40.47953109,0.288068068,0.093986508,0.49,,1.619012272,1.364818749,0.003402875,0.006542295,0.325674975,0.525592117,0.288822888,0.022638629,0.43216622,0.003098895,0.014876254,0.009528588,2.997162487,0.45122679,0.145920509
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-418.6,3,olivine,,5.33,10.32,0.26,,,0.18,0.39665446,46.89,0.27,35.53972224,0.10434713,0.044287582,0.24,,1.788624601,1.379887624,0.005040305,0.009754454,0.452715907,0.696446447,0.13661226,0.008511997,0.295746661,0.001321765,0.006595378,0.003124244,2.995757041,0.29807369,0.069373941
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-418.6,1,olivine,,8.38,10.64,0.07,,,0.95,0.354258729,47.99,0.34,30.58975295,0.117231455,0.043575563,0.17,,1.854267747,1.362263098,0.025659882,0.008403456,0.450230011,0.56342968,0.118353918,0.010339353,0.448521655,0.001254475,0.004506342,0.003385753,2.996347623,0.44322453,0.061296372
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-418.6,4,olivine,,7.89,12.79,0.1,,,1.45,0.44651184,48.19,0.26,28.93983586,0.123594085,0.040300276,0.17,,1.931569892,1.313194894,0.037597682,0.010167926,0.519547637,0.622736555,0.070479052,0.007590141,0.405395027,0.001113754,0.004325996,0.003426659,2.995575322,0.394302669,0.037031449
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-418.6,11,pyroxene,,8.69,13.31,0.13,,,1.96,0.650859264,47.35,0.21,27.24986387,0.15445284,0.029477587,0.14,,1.953095998,1.276083461,0.050261561,0.014657953,0.534711743,0.604133345,0.057556878,0.006062931,0.441578609,0.000805675,0.00352332,0.004235024,2.9936105,0.422275568,0.030806227
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,KC52-418.6,10,pyroxene,,7.26,12.79,0.11,,,2.21,0.097510182,43.74,0.31,30.67980317,0.052650762,0.008544228,0.08,,1.849795877,1.24462253,0.059837296,0.002318654,0.542515304,0.658569497,0.088283876,0.009449847,0.38951542,0.00024657,0.002125758,0.001524279,2.999009031,0.371644905,0.047074146
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,NP31-261.8,6,olivine,,7.48,13.63,0.1,,,1.65,0.450073081,47.14,0.2,27.81987617,0.167814363,0.037737007,0.2,,1.928737803,1.286468249,0.042846391,0.010264071,0.554482597,0.648361762,0.051568877,0.005847143,0.384893207,0.001044446,0.00509688,0.004659502,2.995533125,0.372505547,0.027248792
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,NP31-261.8,5,olivine,,8.7,16.07,0.08,,,1.72,0.429383965,45.01,0.21,26.5598757,0.191992356,0.04158191,0.12,,1.971511527,1.201689811,0.043695088,0.009579797,0.639560764,0.59698476,0.051025833,0.006006298,0.437957303,0.001125892,0.002991779,0.005215167,2.995832492,0.423170841,0.026965317
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,NP31-261.8,3,olivine,,8.76,14.55,0.08,,,1.73,0.412934421,46.44,0.19,26.41986868,0.188811042,0.039588257,0.19,,1.95245486,1.251969923,0.044378089,0.009302719,0.584719056,0.588960196,0.054810208,0.00548731,0.445281801,0.001082373,0.004783219,0.00517881,2.995953704,0.430539276,0.028977125
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,NP31-261.8,1B,olivine,,8.66,14.66,0.05,,,1.72,0.418361075,47.85,0.21,25.38990499,0.158906681,0.038733834,0.12,,1.977621174,1.273566202,0.043560097,0.009305034,0.581642488,0.601041476,0.037921582,0.005987742,0.434596906,0.001045536,0.002982537,0.004303112,2.995952711,0.41964156,0.020031153
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,NP31-261.8,1,olivine,,8.58,14.36,0.09,,,1.67,0.387836148,48.18,0.19,25.44990233,0.165110245,0.0374522,0.17,,1.971668325,1.286221079,0.042421508,0.008652154,0.57146,0.601317252,0.039113787,0.005433837,0.431882165,0.001013993,0.004238017,0.0044846,2.996238392,0.418004654,0.020620989
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,NP31-261.8,7,olivine,,8.72,13.74,0.07,,,1.64,0.473498731,48.17,0.21,26.49987071,0.174539663,0.039211904,0.14,,1.962954544,1.291662616,0.041844376,0.010610074,0.549214186,0.592894938,0.052911711,0.006032481,0.44087765,0.001066349,0.003505625,0.00476176,2.995381765,0.426474503,0.027939609
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,NP31-261.8,8,olivine,,7.79,13.83,0.11,,,1.6,0.47636379,47.63,0.22,27.20988242,0.162781523,0.042110838,0.13,,1.944875261,1.289055203,0.041203274,0.0107735,0.557950517,0.63578931,0.047717729,0.006378489,0.397518685,0.001155829,0.003285483,0.004482259,2.995310278,0.384704935,0.025184535
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,NP31-261.8,2,pyroxene,,5.27,10.89,0.06,,,2.25,0.377322007,45.58,0.22,33.84980688,0.105778722,0.031186432,0.21,,1.836609214,1.306291944,0.061357726,0.009036603,0.465239283,0.766427397,0.086573766,0.006754494,0.284777516,0.000906443,0.005620179,0.00308436,2.996069712,0.270905808,0.046592505
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,NP31-261.8,4,silicate,,7.17,12.81,0.08,,,1.59,0.352393317,46.64,0.22,29.83983124,0.112141352,0.031044029,0.2,,1.895602784,1.29507193,0.042010058,0.008176927,0.53023336,0.656468261,0.073322355,0.006544286,0.37539083,0.000874223,0.005185974,0.003168123,2.996446327,0.363800477,0.038618607
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,NP31-266.7,2,olivine,,9.58,14.19,0.08,,,1.54,0.488398822,48.29,0.21,25.05987639,0.164473982,0.03147124,0.11,,1.978141527,1.284939062,0.038991223,0.010859931,0.562846917,0.551795924,0.051177959,0.005986167,0.480640087,0.000849274,0.002733273,0.0044527,2.995272517,0.465539832,0.026950464
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,NP31-266.7,6,olivine,,8.64,13.7,0.09,,,1.62,0.567472662,48.62,0.19,26.26988324,0.174997772,0.036160394,0.12,,1.971118738,1.298329289,0.041162877,0.012663157,0.545347137,0.600683716,0.047112246,0.005435353,0.435023579,0.000979291,0.002992376,0.004754483,2.994483504,0.420025601,0.024916717
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,NP31-266.7,5,olivine,,5.94,13.3,0.06,,,1.62,0.573775792,47.97,0.19,30.26988517,0.129797649,0.032346006,0.17,,1.936741347,1.303709351,0.041893523,0.01303108,0.538821942,0.732138138,0.046014221,0.005531831,0.304387394,0.000891539,0.004314445,0.003589044,2.994322509,0.29366126,0.024364899
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,NP31-266.7,40,olivine,,6.28,12.3,0.03,,,1.92,0.684558069,46.62,0.24,31.45984133,0.113305713,0.039517055,0.14,,1.901758752,1.290326249,0.050564917,0.015833054,0.507475341,0.71868582,0.067446652,0.007116111,0.327729897,0.001109228,0.003618431,0.003190656,2.993096354,0.313192827,0.036159611
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,NP31-266.7,4,olivine,,5.67,13.26,0.13,,,1.65,0.658581535,46.89,0.26,30.42988242,0.105059745,0.042263414,0.23,,1.913453788,1.289867028,0.043188633,0.015139146,0.543739399,0.741819386,0.047869139,0.007662002,0.294087741,0.001179066,0.005908231,0.00294037,2.993400142,0.283893926,0.025442339
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Gudchichinsky Picrite,NP31-266.7,3,olivine,,8.54,15.77,0.21,,,1.68,0.585045024,46.65,0.23,26.2498978,0.156215289,0.042110838,0.14,,1.997848633,1.229056234,0.042116299,0.012880613,0.619347472,0.611487514,0.040016,0.006491606,0.424235621,0.001125182,0.003444396,0.004187401,2.994388337,0.409603307,0.021190204
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Lower Talnakh,TG31-798.7,4B,olivine,,4.24,12.6,,,,0.72,0.570137792,20.57,0.32,58.34928888,0.086054569,0.037167392,0.16,,1.462699361,0.740221861,0.024653633,0.017144885,0.675897329,0.726532187,0.498164593,0.012336212,0.287688582,0.001356434,0.00537666,0.003150667,2.992523041,0.283654793,0.260235498
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Lower Talnakh,TG31-798.7,4A,olivine,,4.51,12.96,,,,0.74,0.344083754,23.19,0.33,55.1793394,0.069511731,0.032040855,0.25,,1.505705558,0.810668656,0.024614735,0.010051571,0.675352022,0.710129394,0.443414382,0.012358359,0.297268115,0.00113594,0.008161079,0.002472303,2.995626555,0.29508522,0.229815655
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Lower Talnakh,TG31-798.7,4C,olivine,,4.01,11.97,0.03,,,0.74,0.599814804,18.42,0.3,60.63924587,0.096711974,0.035885758,0.16,,1.409654454,0.687795998,0.026291935,0.018716056,0.6662646,0.734225568,0.553607759,0.012000394,0.282321235,0.001358942,0.005578982,0.003674102,2.991835571,0.277725762,0.290201259
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G2-108.8,1F,olivine,,3.89,8.03,0.03,,,5.9,0.666460893,27.87,0.42,51.4595112,0.090667476,0.024493454,0.12,,1.603155773,0.915048118,0.184323108,0.018285581,0.393011337,0.933782015,0.284457377,0.01477272,0.240816211,0.000815579,0.003679198,0.003028722,2.992019965,0.205020071,0.178621269
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G2-108.8,4E,olivine,,4.83,13.52,0.1,,,2.12,0.62338683,35.97,0.35,40.67966795,0.065535088,0.033037682,0.17,,1.760965301,1.075158087,0.060296008,0.015571005,0.602408581,0.779841524,0.16877601,0.011207381,0.272212568,0.001001498,0.004745104,0.001992997,2.993210764,0.25874389,0.091410989
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G2-108.8,3E,olivine,,3.44,8.24,0.04,,,4.56,0.789747679,29.15,0.38,51.74950006,0.093689725,0.032468067,0.1,,1.591107302,0.964321338,0.143538654,0.021832261,0.406343203,0.923178536,0.295885429,0.013467005,0.214570896,0.001089302,0.003089215,0.003153378,2.990469218,0.1885924,0.177543689
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G2-108.8,3D,olivine,,3.32,8.76,,,,4.34,0.773806884,29.77,0.4,50.97951701,0.085895503,0.034176912,0.12,,1.60656832,0.975354119,0.135298825,0.021185719,0.427828945,0.923061484,0.281220687,0.014039372,0.205092947,0.001135599,0.003671383,0.002863221,2.990752303,0.1817951,0.166955629
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G2-108.8,3C,olivine,,5.76,13.33,,,,2.28,0.515328591,32.57,0.32,43.36958054,0.073602902,0.029904798,0.14,,1.713907087,1.000260619,0.066627124,0.013225338,0.610250483,0.724405873,0.22815379,0.01052809,0.333539329,0.000931419,0.004015026,0.002299806,2.994236898,0.315270893,0.124086663
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Norilsk I,G2-108.8,3B,olivine,,3.23,8.25,0.04,,,4.12,0.785026133,30.39,0.38,51.03951033,0.077725887,0.038143875,0.12,,1.594943036,1.002924429,0.129376541,0.021649544,0.405857923,0.922253848,0.286480476,0.013434618,0.200987564,0.001276648,0.003698143,0.002609781,2.990549515,0.178935322,0.168988826
